longitude,latitude,a,b,c,d
74.375,19.875,139.73,139.52,138.88,137.78
74.625,19.875,176.92,176.87,176.25,175.16
74.875,19.875,160.21,160.25,159.65,158.55
75.125,19.875,168.03,168.04,167.44,166.36
75.375,19.875,155.05,154.97,154.35,153.34
75.625,19.875,183.59,183.34,182.71,181.7
75.875,19.875,189.47,188.88,188.09,186.98
76.125,19.875,155.02,154.59,153.97,153.11
76.375,19.875,181.13,180.55,179.8,178.83
76.625,19.875,167.86,167.37,166.77,166.01
76.875,19.875,134.88,134.11,133.31,132.35
77.125,19.875,184.34,183.43,182.59,181.63
77.375,19.875,188.64,187.69,186.88,185.98
77.625,19.875,103.29,103,102.71,102.38
77.875,19.875,167.6,166.95,166.28,165.5
78.125,19.875,162.39,161.82,161.3,160.66
78.375,19.875,182.37,181.46,180.63,179.64
78.625,19.875,168.31,167.59,167,166.23
78.875,19.875,177.33,176.45,175.76,174.81
79.125,19.875,185.64,184.58,183.69,182.56
79.375,19.875,219.19,217.88,216.69,215.34
79.625,19.875,173.25,172.25,171.3,170.28
79.875,19.875,183.49,182.45,181.41,180.33
80.125,19.875,73.294,72.314,71.392,70.801
80.375,19.875,69.893,69.336,69.15,68.899
80.625,19.875,84.638,83.764,82.964,82.004
80.875,19.875,123.77,122.64,121.66,120.49
81.125,19.875,127.23,125.91,124.89,123.68
81.375,19.875,93.558,92.397,91.684,90.857
81.625,19.875,98.819,97.733,97.023,96.24
81.875,19.875,87.22,86.635,86.347,85.995
82.125,19.875,88.885,88.112,87.679,87.259
82.375,19.875,91.308,90.098,89.364,88.735
82.625,19.875,104.52,101.86,100.22,98.957
82.875,19.875,89.141,88.163,87.412,86.659
83.125,19.875,164.64,160.5,157.64,155.23
83.375,19.875,116.25,112.26,109.68,107.78
83.625,19.875,116.4,112.83,109.98,107.51
83.875,19.875,132.86,128.95,125.97,123.46
84.125,19.875,179.37,174.69,171.2,168.29
84.375,19.875,135.79,130.52,126.27,122.84
84.625,19.875,165.34,156.8,151.29,146.91
84.875,19.875,167.73,157.67,151.21,146.16
85.125,19.875,128.61,122.22,117.72,114.24
85.375,19.875,128.55,117.88,110.7,107.57
72.875,20.125,88.852,89.567,88.96,88.368
73.125,20.125,88.217,88.944,88.41,87.931
73.375,20.125,89.523,90.042,89.448,88.803
73.625,20.125,88.081,88.506,88.079,87.471
73.875,20.125,150.08,150.24,149.83,148.99
74.125,20.125,195.03,194.82,194.18,193.05
74.375,20.125,151.75,151.28,150.5,149.34
74.625,20.125,128.61,128.25,127.41,126.18
74.875,20.125,153.21,153.27,152.61,151.52
75.125,20.125,175.23,175.28,174.75,173.81
75.375,20.125,170.58,170.93,170.45,169.59
75.625,20.125,190.96,190.74,189.95,188.8
75.875,20.125,188.58,187.97,187.08,185.85
76.125,20.125,193.4,192.59,191.68,190.43
76.375,20.125,189.26,188.45,187.55,186.36
76.625,20.125,181.62,180.91,180.18,179.3
76.875,20.125,194.4,193.46,192.59,191.56
77.125,20.125,190.03,189.08,188.2,187.19
77.375,20.125,173.96,173.18,172.41,171.54
77.625,20.125,103.32,103.01,102.71,102.36
77.875,20.125,164.48,163.84,163.15,162.37
78.125,20.125,190.09,189.17,188.29,187.31
78.375,20.125,174.33,173.53,172.86,172.05
78.625,20.125,199.81,198.85,198.04,197.01
78.875,20.125,200.15,199.14,198.32,197.25
79.125,20.125,209.76,208.58,207.59,206.33
79.375,20.125,117.24,116.19,115.3,114.25
79.625,20.125,170.12,169.1,168.15,167.11
79.875,20.125,209.2,207.97,206.77,205.56
80.125,20.125,196.79,195.53,194.32,192.99
80.375,20.125,113.34,112.09,110.88,109.56
80.625,20.125,90.361,89.348,88.431,87.42
80.875,20.125,101.27,99.531,98.16,96.796
81.125,20.125,72.798,72.469,72.212,71.967
81.375,20.125,87.096,86.138,85.373,84.651
81.625,20.125,69.566,69.385,69.207,69.063
81.875,20.125,84.539,83.826,83.173,82.659
82.125,20.125,88.076,87.04,86.227,85.606
82.375,20.125,134.17,133.15,132.12,131.26
82.625,20.125,148.17,146.31,144.7,143.42
82.875,20.125,159.62,156.5,154.21,152.43
83.125,20.125,161.62,157.89,155.22,152.79
83.375,20.125,156.02,152.39,149.98,148.03
83.625,20.125,116.25,112.22,109.8,108.1
83.875,20.125,115.42,111.36,108.73,106.73
84.125,20.125,118.55,113.71,110.47,108.15
84.375,20.125,118.88,114.11,110.83,108.53
84.625,20.125,143.28,137.86,133.47,129.88
84.875,20.125,128.2,122.51,118.61,115.4
85.125,20.125,129.92,124.3,120.73,117.85
85.375,20.125,126.55,121.15,117.71,114.8
85.625,20.125,125.8,120.42,116.98,114.16
85.875,20.125,132.45,126.87,123.29,120.45
86.125,20.125,125.63,119.78,116.15,113.54
73.125,20.375,88.105,88.943,88.422,87.799
73.375,20.375,88.621,89.296,88.804,88.163
73.625,20.375,91.51,91.943,91.367,90.501
73.875,20.375,106.72,107.04,106.63,105.76
74.125,20.375,86.317,86.455,85.789,85.307
74.375,20.375,128.58,127.99,127.13,125.95
74.625,20.375,135.7,135.46,134.69,133.59
74.875,20.375,134.48,134.19,133.29,132.03
75.125,20.375,140.7,140.62,139.69,138.36
75.375,20.375,157.84,157.99,157.34,156.3
75.625,20.375,171.6,171.45,170.69,169.6
75.875,20.375,175.98,175.56,174.73,173.62
76.125,20.375,177.85,177.32,176.53,175.52
76.375,20.375,202.89,202.18,201.26,200.13
76.625,20.375,146.73,145.64,144.45,143.09
76.875,20.375,147.58,146.41,145.19,143.85
77.125,20.375,129.81,128.55,127.34,126.02
77.375,20.375,193.49,192.68,191.82,190.84
77.625,20.375,192.19,191.44,190.59,189.62
77.875,20.375,171.05,170.35,169.59,168.71
78.125,20.375,117.49,116.45,115.41,114.27
78.375,20.375,174.45,173.52,172.65,171.65
78.625,20.375,164.67,163.78,163.01,162.09
78.875,20.375,178.49,177.62,176.93,176.06
79.125,20.375,197.46,196.39,195.48,194.35
79.375,20.375,139.67,138.45,137.36,136.16
79.625,20.375,202.58,201.51,200.49,199.38
79.875,20.375,187.69,186.63,185.53,184.39
80.125,20.375,196.45,195.23,194.09,192.8
80.375,20.375,132.42,131.03,129.72,128.3
80.625,20.375,129.96,128.47,127.33,126.17
80.875,20.375,95.324,94.096,93.075,91.962
81.125,20.375,86.885,85.784,84.953,84.122
81.375,20.375,93.282,91.993,90.942,89.983
81.625,20.375,95.152,93.979,92.932,92.01
81.875,20.375,89.189,88.191,87.362,86.71
82.125,20.375,91.945,90.646,89.68,89.03
82.375,20.375,144.95,142.95,141.32,140.11
82.625,20.375,153.88,151.42,149.47,148.01
82.875,20.375,109.04,106.53,104.62,103.21
83.125,20.375,167.84,164.33,161.89,160.01
83.375,20.375,119.47,115.73,113.21,111.23
83.625,20.375,113.92,109.59,106.84,104.79
83.875,20.375,117.47,113.23,110.43,108.37
84.125,20.375,115,110.33,107.14,104.87
84.375,20.375,120.61,115.6,112.24,109.76
84.625,20.375,114.5,108.32,103.92,100.65
84.875,20.375,128.48,122.38,118.14,114.85
85.125,20.375,124.65,118.76,114.93,111.97
85.375,20.375,122.82,116.93,113,110.03
85.625,20.375,122.66,117.49,114.01,111.2
85.875,20.375,128.05,121.75,117.62,114.75
86.125,20.375,127.69,122.48,119.12,116.54
86.375,20.375,164.74,159.21,155.49,152.55
73.125,20.625,88.721,89.613,88.985,88.19
73.375,20.625,88.926,89.678,89.076,88.277
73.625,20.625,87.405,87.992,87.419,86.709
73.875,20.625,85.042,85.484,84.864,84.103
74.125,20.625,93.221,93.183,92.43,91.262
74.375,20.625,126.04,125.68,124.8,123.52
74.625,20.625,144.24,143.85,142.93,141.65
74.875,20.625,137.07,136.84,135.98,134.79
75.125,20.625,150.9,150.78,149.97,148.76
75.375,20.625,139.49,139.13,138.12,136.76
75.625,20.625,142.11,141.59,140.57,139.23
75.875,20.625,143.08,142.43,141.37,140.05
76.125,20.625,145.93,145.16,144.07,142.76
76.375,20.625,127.03,126.15,124.99,123.63
76.625,20.625,121.09,120.21,119.12,117.87
76.875,20.625,131.45,130.38,129.13,127.77
77.125,20.625,143.98,142.8,141.53,140.14
77.375,20.625,145.51,144.24,142.97,141.58
77.625,20.625,172.53,171.89,171.17,170.36
77.875,20.625,169.54,168.96,168.29,167.52
78.125,20.625,175.24,174.4,173.51,172.57
78.375,20.625,185.91,184.9,183.91,182.82
78.625,20.625,183.98,183,182.11,181.1
78.875,20.625,183.53,182.54,181.72,180.76
79.125,20.625,112.85,111.69,110.66,109.47
79.375,20.625,122.64,121.45,120.34,119.1
79.625,20.625,193.91,192.78,191.68,190.49
79.875,20.625,195,193.91,192.78,191.59
80.125,20.625,204.39,203.12,201.97,200.71
80.375,20.625,142.86,140.68,139.13,137.64
80.625,20.625,87.3,86.216,85.235,84.142
80.875,20.625,76.821,76.021,75.299,74.407
81.125,20.625,95.057,93.719,92.586,91.469
81.375,20.625,106.27,104.49,103.06,101.78
81.625,20.625,98.816,97.48,96.353,95.401
81.875,20.625,95.636,94.159,92.961,92.035
82.125,20.625,89.86,88.865,87.864,87.095
82.375,20.625,144.96,142.8,141.11,139.84
82.625,20.625,163.15,160.6,158.61,157.13
82.875,20.625,165.45,162.38,160.21,158.67
83.125,20.625,111.58,108.2,106.01,104.46
83.375,20.625,110.85,107.5,105.32,103.78
83.625,20.625,120.99,116.88,114.21,112.15
83.875,20.625,108.58,104.69,102.25,100.52
84.125,20.625,115.53,111.44,108.68,106.74
84.375,20.625,115.34,111.02,108.03,105.82
84.625,20.625,118.14,112.89,109.28,106.54
84.875,20.625,109.27,104.49,100.9,98.228
85.125,20.625,138.5,131.32,126.05,121.93
85.375,20.625,121.56,116.55,113.1,110.38
85.625,20.625,117.66,113.33,110.34,107.95
85.875,20.625,120.38,115.59,112.26,109.66
86.125,20.625,133.61,128.58,124.84,121.59
86.375,20.625,140.1,133.68,129.21,125.24
86.625,20.625,172.62,166.34,161.68,157.56
70.875,20.875,56.206,58.399,57.825,56.64
72.875,20.875,139.22,139.68,139.15,138.75
73.125,20.875,138.65,139.14,138.51,137.62
73.375,20.875,89.337,90.181,89.6,88.704
73.625,20.875,85.205,85.914,85.362,84.632
73.875,20.875,85.429,86.025,85.396,84.378
74.125,20.875,85.51,85.91,85.356,84.595
74.375,20.875,142.45,141.99,141.05,139.65
74.625,20.875,164.49,163.88,162.86,161.45
74.875,20.875,150.68,150.21,149.25,147.92
75.125,20.875,146.88,146.61,145.7,144.42
75.375,20.875,167.42,167.01,166.05,164.77
75.625,20.875,123.52,122.97,121.9,120.53
75.875,20.875,138.88,138.23,137.15,135.8
76.125,20.875,138.6,137.87,136.75,135.41
76.375,20.875,147.68,146.83,145.64,144.25
76.625,20.875,128.08,127.16,125.92,124.54
76.875,20.875,122.69,121.67,120.38,119
77.125,20.875,123.88,122.78,121.46,120.05
77.375,20.875,117.34,116.15,114.86,113.46
77.625,20.875,131.1,129.88,128.61,127.21
77.875,20.875,160.35,159.43,158.4,157.21
78.125,20.875,172.58,171.81,170.94,170.03
78.375,20.875,182.48,181.65,180.75,179.79
78.625,20.875,117.86,116.76,115.67,114.49
78.875,20.875,195.09,193.8,192.85,191.82
79.125,20.875,181.43,180.31,179.35,178.31
79.375,20.875,180.39,179.36,178.4,177.36
79.625,20.875,185.09,183.96,182.85,181.67
79.875,20.875,136.47,135.38,134.33,133.25
80.125,20.875,131.13,129.9,128.79,127.54
80.375,20.875,77.138,76.199,75.352,74.357
80.625,20.875,93.993,92.474,91.224,89.897
80.875,20.875,100.82,98.398,96.656,95.041
81.125,20.875,98.121,96.861,95.757,94.599
81.375,20.875,98.917,97.26,95.876,94.656
81.625,20.875,102.35,100.13,98.421,97.061
81.875,20.875,93.427,92.114,90.845,89.809
82.125,20.875,82.432,81.428,80.405,79.632
82.375,20.875,88.63,87.531,86.483,85.711
82.625,20.875,93.612,92.425,91.351,90.545
82.875,20.875,149.98,148.5,147.15,146.15
83.125,20.875,162.57,160.41,158.74,157.58
83.375,20.875,122.51,118.53,115.88,113.76
83.625,20.875,123.09,119.16,116.43,114.09
83.875,20.875,226.8,223.82,221.87,220.24
84.125,20.875,126.43,121.76,118.75,116.33
84.375,20.875,234.19,230.45,227.97,225.99
84.625,20.875,119.15,114.97,112.2,110.2
84.875,20.875,152.95,145.23,139.97,135.94
85.125,20.875,137.84,131.67,127.53,124.37
85.375,20.875,133.8,127.95,123.9,120.82
85.625,20.875,147.39,139.5,134.18,129.99
85.875,20.875,138.83,132.55,128.16,124.6
86.125,20.875,132.68,127.37,123.37,120
86.375,20.875,146.38,139.12,134.31,130.3
86.625,20.875,160.86,156.69,153.54,150.45
70.375,21.125,85.537,88.049,88.028,87.205
70.625,21.125,121.9,123.6,123.64,123
70.875,21.125,126.02,127.93,128.16,127.61
71.125,21.125,116.8,118.73,118.62,117.54
71.375,21.125,56.692,58.539,57.956,57.143
72.875,21.125,142.75,143.5,142.98,142.11
73.125,21.125,137.99,138.78,138.23,137.22
73.375,21.125,142.75,143.43,142.86,141.85
73.625,21.125,132.12,132.63,132.01,131.06
73.875,21.125,89.674,90.517,89.928,88.821
74.125,21.125,99.08,99.51,98.99,97.916
74.375,21.125,146.91,146.69,145.88,144.65
74.625,21.125,162.84,162.37,161.48,160.27
74.875,21.125,148.92,148.35,147.36,146.07
75.125,21.125,161.72,161.96,161.52,160.35
75.375,21.125,155.45,155.43,154.78,153.53
75.625,21.125,159.61,159.37,158.6,157.35
75.875,21.125,129.87,129.43,128.5,127.22
76.125,21.125,137.78,137.1,135.98,134.59
76.375,21.125,135.43,134.63,133.5,132.18
76.625,21.125,134.22,133.29,132.12,130.91
76.875,21.125,147.9,146.91,145.62,144.22
77.125,21.125,137.87,136.81,135.56,134.25
77.375,21.125,121.72,120.67,119.38,117.99
77.625,21.125,118.3,117.23,115.96,114.58
77.875,21.125,121.56,120.51,119.27,117.9
78.125,21.125,169.22,168.56,167.67,166.67
78.375,21.125,124.27,123.37,122.28,121.1
78.625,21.125,110.19,109.21,108.11,106.9
78.875,21.125,177.4,176.46,175.52,174.49
79.125,21.125,175.08,174.09,173.24,172.25
79.375,21.125,178.44,177.47,176.61,175.63
79.625,21.125,130.79,129.72,128.75,127.62
79.875,21.125,139.13,137.83,136.67,135.38
80.125,21.125,196.45,195.4,194.53,193.51
80.375,21.125,134.56,133.37,132.31,131.09
80.625,21.125,198.5,197.42,196.43,195.28
80.875,21.125,131.72,130.62,129.58,128.37
81.125,21.125,154.03,151.18,149.21,147.57
81.375,21.125,141.44,140.19,138.99,137.82
81.625,21.125,149.93,148.22,146.73,145.48
81.875,21.125,151.58,150.11,148.65,147.42
82.125,21.125,135.75,134.52,133.26,132.25
82.375,21.125,99.181,97.558,96.123,95.09
82.625,21.125,103.94,102.04,100.48,99.396
82.875,21.125,153.68,152.1,150.77,149.84
83.125,21.125,151.36,149.59,148.1,147.11
83.375,21.125,111.62,108.07,105.6,103.88
83.625,21.125,232.23,229.68,227.46,225.91
83.875,21.125,228.62,225.52,223,221.23
84.125,21.125,114.18,110.2,107.4,105.52
84.375,21.125,114.15,109.42,106.13,104.04
84.625,21.125,138.37,131.54,126.48,123.08
84.875,21.125,134.56,129.69,126.07,123.34
85.125,21.125,137.49,132.13,128.37,125.49
85.375,21.125,142.38,135.33,130.47,126.86
85.625,21.125,177.71,171.23,166.45,162.89
85.875,21.125,139.12,131.62,126.15,122.36
86.125,21.125,150.77,142.22,136.61,132.05
86.375,21.125,152.79,144.18,138.53,133.95
86.625,21.125,152.74,144.19,138.71,134.12
70.125,21.375,56.7,58.414,57.398,56.804
70.375,21.375,56.208,58.148,57.285,56.375
70.625,21.375,98.939,100.97,101.28,100.89
70.875,21.375,90.87,92.643,92.392,91.241
71.125,21.375,93.65,95.392,95.081,93.882
71.375,21.375,95.584,97.079,96.789,95.551
71.625,21.375,83.939,85.65,85.29,84.173
71.875,21.375,54.497,55.769,55.008,54.573
72.875,21.375,147.67,149.79,149.65,148.79
73.125,21.375,136.32,137.77,137.35,136.38
73.375,21.375,128.39,129.64,129.18,128.16
73.625,21.375,127.02,128.02,127.47,126.46
73.875,21.375,139.11,139.75,139.12,138.03
74.125,21.375,141.65,142.07,141.41,140.17
74.375,21.375,123.36,123.6,122.83,121.57
74.625,21.375,147.3,147.27,146.52,145.34
74.875,21.375,151.74,151.57,150.77,149.62
75.125,21.375,155.98,157.25,157.57,156.43
75.375,21.375,163.78,164.58,164.57,163.42
75.625,21.375,140.84,141.09,140.68,139.41
75.875,21.375,154.96,154.7,153.91,152.59
76.125,21.375,148.03,147.46,146.44,145.07
76.375,21.375,143.81,143.1,141.97,140.57
76.625,21.375,136.87,136.05,134.89,133.54
76.875,21.375,131.55,130.58,129.31,127.89
77.125,21.375,112.58,111.51,110.3,109.13
77.375,21.375,121.96,121.06,120.01,118.93
77.625,21.375,122.58,121.63,120.44,119.14
77.875,21.375,162.53,161.86,160.9,159.8
78.125,21.375,172.56,172.05,171.15,170.15
78.375,21.375,163.07,162.39,161.35,160.16
78.625,21.375,127.53,126.77,125.77,124.63
78.875,21.375,180.07,179.36,178.44,177.38
79.125,21.375,179.32,178.52,177.66,176.69
79.375,21.375,194.62,193.63,192.64,191.48
79.625,21.375,182.76,181.84,180.93,179.88
79.875,21.375,185.35,184.36,183.38,182.26
80.125,21.375,192.95,191.91,190.89,189.7
80.375,21.375,205.36,204.43,203.57,202.53
80.625,21.375,158.17,157.19,156.18,155.05
80.875,21.375,136.67,135.29,134.12,132.9
81.125,21.375,145.82,144.31,143.01,141.78
81.375,21.375,149.79,148.14,146.7,145.43
81.625,21.375,146.52,145.07,143.7,142.54
81.875,21.375,144.23,143.02,141.77,140.72
82.125,21.375,152.1,150.33,148.72,147.52
82.375,21.375,145.38,143.93,142.44,141.27
82.625,21.375,146.33,144.88,143.49,142.48
82.875,21.375,153.76,152.22,150.85,149.88
83.125,21.375,157.86,154.89,152.69,151.19
83.375,21.375,229.54,227.33,225.43,224.11
83.625,21.375,234.39,232.11,229.84,228.43
83.875,21.375,234.64,231.62,229.28,227.76
84.125,21.375,213.48,212.02,210.19,208.68
84.375,21.375,127.37,120.4,114.89,111.59
84.625,21.375,184.07,178.08,173.43,170.14
84.875,21.375,138.56,133.08,128.87,125.75
85.125,21.375,135.28,129.9,125.84,122.76
85.375,21.375,183.31,176.55,171.46,167.57
85.625,21.375,186.21,178.63,172.99,168.68
85.875,21.375,185.46,178.27,172.85,168.55
86.125,21.375,176.41,168.68,162.88,158.32
86.375,21.375,128,121.64,116.99,113.44
86.625,21.375,175.49,167.79,162.31,157.78
69.875,21.625,98.01,99.381,98.903,97.703
70.125,21.625,118.45,119.89,119.53,118.4
70.375,21.625,83.02,85.212,84.891,84.075
70.625,21.625,83.019,85.293,85.011,84.155
70.875,21.625,83.484,85.855,85.634,84.7
71.125,21.625,83.24,84.946,84.619,83.373
71.375,21.625,88.764,90.277,89.932,88.675
71.625,21.625,92.231,93.466,93.043,91.754
71.875,21.625,103.64,104.56,104.04,102.65
72.875,21.625,142.04,144.77,144.5,143.72
73.125,21.625,152.99,155.63,155.46,154.49
73.375,21.625,131.87,134.29,134.15,133.16
73.625,21.625,135.93,138.04,137.83,136.82
73.875,21.625,115.73,116.98,116.55,115.39
74.125,21.625,120.74,121.79,121.44,120.49
74.375,21.625,127.7,128.42,127.94,126.95
74.625,21.625,140.68,141.1,140.55,139.56
74.875,21.625,144.46,144.57,143.92,142.88
75.125,21.625,163.17,166.23,167.8,166.68
75.375,21.625,194.53,196.6,197.5,196.32
75.625,21.625,184.06,185.25,185.49,184.29
75.875,21.625,177.41,177.82,177.51,176.36
76.125,21.625,167.44,167.54,167.06,166.13
76.375,21.625,165.94,165.9,165.35,164.44
76.625,21.625,169.91,169.62,168.89,167.9
76.875,21.625,139.07,138.18,136.95,135.58
77.125,21.625,125.14,124.19,122.91,121.58
77.375,21.625,108.95,108.39,107.68,106.95
77.625,21.625,139.7,138.85,137.65,136.29
77.875,21.625,145.13,144.3,143.1,141.72
78.125,21.625,151.66,150.95,149.72,148.34
78.375,21.625,195.21,194.71,193.69,192.5
78.625,21.625,115.27,114.81,113.9,112.81
78.875,21.625,177.88,177.38,176.51,175.46
79.125,21.625,127.81,126.97,125.91,124.77
79.375,21.625,187,186.06,185.15,184.18
79.625,21.625,185.14,184.23,183.3,182.29
79.875,21.625,170.47,169.69,168.83,167.87
80.125,21.625,191.11,190.08,188.98,187.75
80.375,21.625,199.49,198.51,197.57,196.51
80.625,21.625,124.94,123.67,122.48,121.19
80.875,21.625,132.95,131.35,130.17,129.01
81.125,21.625,93.068,91.998,90.887,89.739
81.375,21.625,144.68,143.43,142.2,141.06
81.625,21.625,148.57,147.39,146.07,144.87
81.875,21.625,151.53,150.21,148.79,147.61
82.125,21.625,151.84,150.16,148.53,147.29
82.375,21.625,155.65,153.77,152.01,150.69
82.625,21.625,101.26,99.828,98.422,97.423
82.875,21.625,102.33,100.96,99.666,98.721
83.125,21.625,112.21,110.24,108.52,107.39
83.375,21.625,113.01,111.04,109.29,108.17
83.625,21.625,208.84,206.97,205.35,204.52
83.875,21.625,100.17,95.099,93.786,93.095
84.125,21.625,106.57,104.67,102.68,101.15
84.375,21.625,121.8,117.89,114.87,112.89
84.625,21.625,151.31,146.72,143.03,140.75
84.875,21.625,179.14,174.22,169.93,166.47
85.125,21.625,164.05,158.04,153.14,149.84
85.375,21.625,184.76,177.66,172.3,168.38
85.625,21.625,190.59,182.61,176.91,172.42
85.875,21.625,188.93,181.73,176.54,172.07
86.125,21.625,194.74,185.67,178.96,173.7
86.375,21.625,174.51,167.02,161.05,156.33
86.625,21.625,187.78,181.85,177.77,174.42
86.875,21.625,188.87,182.84,178.64,175.16
69.625,21.875,93.043,94.467,94.245,93.211
69.875,21.875,94.558,96.19,95.945,94.806
70.125,21.875,97.452,99.094,98.783,97.636
70.375,21.875,88.176,90.018,89.819,88.901
70.625,21.875,83.829,86.104,85.878,84.99
70.875,21.875,85.225,87.04,86.714,85.771
71.125,21.875,85.373,86.941,86.601,85.256
71.375,21.875,104.52,105.92,105.52,104.13
71.625,21.875,98.914,100.18,99.707,98.321
71.875,21.875,112.49,113.58,113.06,111.69
72.875,21.875,133.93,137.11,137.15,136.26
73.125,21.875,136.89,140.35,140.25,139.31
73.375,21.875,133.08,136.12,136.05,135.04
73.625,21.875,141.63,144.21,144.05,143.03
73.875,21.875,136.92,139.06,138.89,137.86
74.125,21.875,133.17,134.99,134.79,133.86
74.375,21.875,136.61,137.96,137.68,136.68
74.625,21.875,140.33,141.26,140.84,139.77
74.875,21.875,154.23,154.69,154.08,152.99
75.125,21.875,171.2,175.49,177.98,176.84
75.375,21.875,174.35,177.32,178.88,177.72
75.625,21.875,167.3,169.31,170.13,169.1
75.875,21.875,166.88,167.66,167.6,166.5
76.125,21.875,169.91,170.12,169.69,168.68
76.375,21.875,173.99,173.94,173.33,172.26
76.625,21.875,184.1,183.69,182.77,181.51
76.875,21.875,162.04,161.71,160.98,160.05
77.125,21.875,126.02,125.13,123.88,122.47
77.375,21.875,125.7,124.86,123.64,122.24
77.625,21.875,134.29,133.53,132.36,131.01
77.875,21.875,167.94,167.48,166.51,165.35
78.125,21.875,194.05,193.89,192.97,191.87
78.375,21.875,180.37,180.2,179.35,178.31
78.625,21.875,121.07,120.85,120.02,118.97
78.875,21.875,183.37,183.08,182.28,181.24
79.125,21.875,149.18,147.83,146.39,145.02
79.375,21.875,145.57,144.12,142.7,141.33
79.625,21.875,141.76,140.23,138.87,137.55
79.875,21.875,206,204.71,203.65,202.58
80.125,21.875,211.38,210.31,209.34,208.34
80.375,21.875,136.78,135.16,133.93,132.75
80.625,21.875,194.8,192.95,191.78,190.74
80.875,21.875,220.05,218.67,217.43,216.15
81.125,21.875,95.484,94.294,93.145,92.01
81.375,21.875,98.73,97.62,96.318,95.099
81.625,21.875,100.1,99.042,97.807,96.71
81.875,21.875,99.992,98.802,97.35,96.108
82.125,21.875,104.85,103.57,102.15,101.07
82.375,21.875,101.14,99.851,98.362,97.23
82.625,21.875,103.28,101.68,99.96,98.648
82.875,21.875,102.63,101.16,99.554,98.332
83.125,21.875,96.381,95.253,93.87,92.88
83.375,21.875,109.6,107.65,105.82,104.69
83.625,21.875,101.48,100.11,98.598,97.737
83.875,21.875,121.12,117.47,114.57,112.85
84.125,21.875,109.22,106.58,104.21,102.43
84.375,21.875,118.17,114.73,111.82,109.81
84.625,21.875,147.49,142.24,137.92,135.21
84.875,21.875,183.65,177.69,172.57,168.61
85.125,21.875,173.78,166.41,160.46,156.42
85.375,21.875,185.34,177.06,170.52,165.71
85.625,21.875,192.53,185.05,179.42,174.74
85.875,21.875,194.25,186.95,181.53,176.73
86.125,21.875,191.37,182.25,175.23,169.72
86.375,21.875,172.89,164.9,158.45,153.4
86.625,21.875,182.87,176.05,170.91,166.8
86.875,21.875,189.41,183.6,179.49,176.29
87.125,21.875,192.51,186.56,182.3,179.2
87.375,21.875,193.99,187.84,183.39,183.76
87.625,21.875,271.95,266.91,263.16,266.68
87.875,21.875,270.54,263.31,257.51,262.96
88.375,21.875,256.33,248.3,241.68,252.81
69.125,22.125,76.363,78.466,77.388,76.993
69.375,22.125,90.206,91.481,91.073,89.993
69.625,22.125,89.27,90.795,90.531,89.438
69.875,22.125,108.33,109.19,108.26,106.57
70.125,22.125,118.2,120.88,120.97,119.63
70.375,22.125,92.275,95.238,95.471,94.299
70.625,22.125,94.553,97.817,98.472,97.738
70.875,22.125,98.905,101.98,102.51,101.66
71.125,22.125,89.764,91.643,91.367,90.005
71.375,22.125,128.3,130.04,129.72,128.29
71.625,22.125,114.34,116.09,115.76,114.38
71.875,22.125,116.61,118.28,117.93,116.55
72.125,22.125,89.468,91.25,90.401,89.245
72.875,22.125,103.17,107.06,107.33,106.41
73.125,22.125,85.695,90.243,90.858,90.144
73.375,22.125,105.83,109.37,109.69,108.82
73.625,22.125,141.2,144.57,144.8,143.76
73.875,22.125,132.78,135.63,135.82,134.78
74.125,22.125,149.5,151.9,151.93,150.88
74.375,22.125,145.62,147.4,147.22,146.05
74.625,22.125,109.72,110.94,110.47,109.24
74.875,22.125,152.93,153.71,153.06,151.84
75.125,22.125,169.99,170.8,170.23,169.26
75.375,22.125,175.26,175.85,175.17,174.05
75.625,22.125,169.13,169.7,169.07,167.99
75.875,22.125,173.13,173.62,172.96,171.88
76.125,22.125,164.23,164.67,164.36,163.43
76.375,22.125,172.15,172.27,171.72,170.66
76.625,22.125,231.47,229.28,227.33,225.43
76.875,22.125,232.45,230.18,228.17,226.25
77.125,22.125,178.08,177.55,176.53,175.24
77.375,22.125,145.02,144.46,143.4,142.1
77.625,22.125,154.2,153.72,152.7,151.44
77.875,22.125,152.92,152.43,151.41,150.12
78.125,22.125,110.39,109.94,108.92,107.69
78.375,22.125,159.19,158.77,157.76,156.56
78.625,22.125,197.75,197.37,196.45,195.37
78.875,22.125,179.66,179.39,178.59,177.67
79.125,22.125,192.58,192.1,191.23,190.25
79.375,22.125,223.86,222.73,221.28,219.82
79.625,22.125,205.88,205.11,204.25,203.36
79.875,22.125,206.77,205.37,204.21,203.08
80.125,22.125,200.83,199.49,198.4,197.34
80.375,22.125,215.14,213.27,211.96,210.75
80.625,22.125,197.24,195.09,193.42,191.91
80.875,22.125,195.4,193.29,191.69,190.31
81.125,22.125,137.46,135.79,134.32,133.05
81.375,22.125,103.22,102.05,100.73,99.518
81.625,22.125,104.96,103.87,102.59,101.46
81.875,22.125,104.98,103.92,102.58,101.47
82.125,22.125,101.99,101.03,99.79,98.805
82.375,22.125,102.79,101.7,100.38,99.377
82.625,22.125,102.09,100.93,99.523,98.442
82.875,22.125,102.57,101.16,99.621,98.371
83.125,22.125,103.63,102.02,100.41,99.265
