longitude,latitude,a,b,c,d
76.625,10.125,178.58,179.67,184.27,187.23
76.875,10.125,181.65,181.35,185.03,187.17
77.125,10.125,181.82,182.45,184.85,185.8
77.375,10.125,164.56,164.95,165.84,166.63
77.625,10.125,162.19,165.51,166.13,166.69
77.875,10.125,190.98,195.07,195.98,196.53
78.125,10.125,110.77,114.99,114.84,115.3
78.375,10.125,120.84,124.12,124.15,124.37
78.625,10.125,138.88,139.2,137.79,136.29
78.875,10.125,137.21,137.83,137.15,136.31
76.375,10.375,166.46,169.44,175.33,178.82
76.625,10.375,135.87,142.57,151.74,160.56
76.875,10.375,169.84,173.13,174.75,174.43
77.125,10.375,139.29,142.19,145.88,149.27
77.375,10.375,103.54,114.09,121.82,127.26
77.625,10.375,101.62,109.46,113.93,118.07
77.875,10.375,105.13,111.6,113.81,116.5
78.125,10.375,100.95,105.17,106.32,106.98
78.375,10.375,124.13,126.1,125.62,124.91
78.625,10.375,104.4,106.88,107.07,107.86
78.875,10.375,140.36,139.87,138.4,137.09
79.125,10.375,81.215,81.791,81.554,81.594
76.125,10.625,118.33,120.91,126.87,134.81
76.375,10.625,128.06,130.86,135.4,140.52
76.625,10.625,133.02,136.73,140.52,144.01
76.875,10.625,135.54,139.29,142.73,145.23
77.125,10.625,117.52,130.42,140.31,145.43
77.375,10.625,143.42,144.19,144.32,144.9
77.625,10.625,115.04,122.57,127.19,131.09
77.875,10.625,97.139,103.76,106.2,109.92
78.125,10.625,110.1,113.59,114.41,114.75
78.375,10.625,146.92,148.86,148.91,148.67
78.625,10.625,91.778,94.008,94.821,95.502
78.875,10.625,78.255,78.52,77.764,77.557
79.125,10.625,86.345,86.687,86.467,86.745
79.375,10.625,115.68,116.12,115.95,116.22
79.625,10.625,124.81,125.59,125.59,125.93
76.125,10.875,98.759,95.939,97.804,101.48
76.375,10.875,122.12,123.63,127.05,131.33
76.625,10.875,118.91,122.04,125.16,128.53
76.875,10.875,133.36,136.84,138.6,139.88
77.125,10.875,152.77,160.48,164.63,167.52
77.375,10.875,113.88,120.73,124.06,127.25
77.625,10.875,99.116,106.24,109.4,113.31
77.875,10.875,134.94,135.97,133.63,133.83
78.125,10.875,100.93,105.27,105.47,107.97
78.375,10.875,138.11,133.47,130.33,128.58
78.625,10.875,71.852,73.411,73.188,74.594
78.875,10.875,133.76,134.01,133.5,134.16
79.125,10.875,98.89,98.856,98.406,98.678
79.375,10.875,91.953,92.539,92.42,92.647
79.625,10.875,104.15,104.35,104.13,104.46
76.125,11.125,135.21,132.92,134.45,137.8
76.375,11.125,133.15,131.04,131.51,133.86
76.625,11.125,128.78,127.93,127.55,128.85
76.875,11.125,124.48,126.64,127.56,128.76
77.125,11.125,113.35,119.71,122.83,125.69
77.375,11.125,115.63,121.91,124.23,126.97
77.625,11.125,116.68,122.18,123.42,125.96
77.875,11.125,116.93,120.76,120.1,121.82
78.125,11.125,129.19,129.81,127.16,127.71
78.375,11.125,103.49,105.79,106.44,107.37
78.625,11.125,145.5,146.67,146.27,147.55
78.875,11.125,102.21,102.9,102.72,103.76
79.125,11.125,172.89,172.78,172.37,172.75
79.375,11.125,113.45,114.16,114.32,115
79.625,11.125,117.47,117.18,116.23,115.95
75.875,11.375,115.84,118.56,124.56,132.08
76.125,11.375,147.25,144.73,144.42,145.79
76.375,11.375,143.38,141.09,140.22,141.15
76.625,11.375,129.1,127.54,126.41,127.04
76.875,11.375,140.92,137.18,134.43,133.62
77.125,11.375,144.95,145.55,144.06,144.41
77.375,11.375,122.09,127.86,129.38,132.56
77.625,11.375,129.82,134.35,135.05,137.65
77.875,11.375,127.18,130.06,129.05,130.81
78.125,11.375,138.27,135.23,132.35,131.59
78.375,11.375,110.11,110.76,109.22,109.51
78.625,11.375,123.24,122.04,119.56,118.8
78.875,11.375,129.57,128.19,126.25,125.72
79.125,11.375,119.73,119.69,119.08,119.63
79.375,11.375,286.92,275.62,269.28,265.01
79.625,11.375,114.38,113.52,112.17,111.69
75.875,11.625,172.4,169.94,169.86,172.47
76.125,11.625,131.97,131.99,132.95,136.82
76.375,11.625,136.8,134.24,133.32,135.74
76.625,11.625,148.57,144.63,142.78,144.6
76.875,11.625,154.81,150.84,148.31,149.41
77.125,11.625,115.7,121.13,121.71,125.14
77.375,11.625,118.27,121.29,120.1,122.62
77.625,11.625,129.58,129.51,127.18,128.63
77.875,11.625,137.89,139.59,137.01,138.01
78.125,11.625,140.89,140.18,136.62,136.68
78.375,11.625,152.69,152.6,150.41,149.64
78.625,11.625,92.619,94.048,94.206,95.822
78.875,11.625,116.56,116.1,114.72,115.2
79.125,11.625,118.61,118.59,117.87,117.66
79.375,11.625,140.38,140.15,139.42,138.99
75.875,11.875,135.05,132.65,132.15,135.4
76.125,11.875,130.37,130.35,131.43,135.87
76.375,11.875,133.42,134.3,134.7,138.68
76.625,11.875,142.23,145.18,145.84,148.95
76.875,11.875,139.56,141.45,140.71,143.32
77.125,11.875,134.61,134.17,132.25,135.12
77.375,11.875,97,105.21,107.44,113.98
77.625,11.875,128.32,128.9,125.78,127.77
77.875,11.875,129.91,130.77,128.14,129.52
78.125,11.875,113.31,116.32,114.91,117.1
78.375,11.875,99.189,100.48,99.87,101.52
78.625,11.875,103.21,103.44,101.76,102.03
78.875,11.875,134.71,133.79,131.85,132.39
79.125,11.875,153.52,153.11,151.75,152.01
79.375,11.875,179.79,177.2,174.18,172.4
79.625,11.875,129.12,129.1,128.43,128.67
75.375,12.125,84.742,83.283,85.126,89.916
75.625,12.125,114.03,114.85,118.1,124.09
75.875,12.125,123.59,123.56,124.45,128.59
76.125,12.125,143.05,141.15,141.98,145.4
76.375,12.125,143.23,143.27,144.61,146.99
76.625,12.125,150.7,147.9,148.05,149.93
76.875,12.125,143.89,140.51,140.19,142.21
77.125,12.125,113.02,122.04,126.03,132.96
77.375,12.125,140.92,139.51,137.03,139.4
77.625,12.125,134,132.93,128.97,130.97
77.875,12.125,114.16,118.94,118.56,122.07
78.125,12.125,112.79,117.1,117.9,121.24
78.375,12.125,133.22,134.9,133.21,133.44
78.625,12.125,158.61,156.06,151.79,150.62
78.875,12.125,116.1,117.25,116.97,119.02
79.125,12.125,167.29,166.84,165.09,163.34
79.375,12.125,165.73,165.08,163.48,162.95
79.625,12.125,145.5,145.43,144.64,144.5
75.125,12.375,108.61,106.96,111.1,116.9
75.375,12.375,127.3,124.79,126.11,130.71
75.625,12.375,126.3,125.07,127.45,131.82
75.875,12.375,108.14,110.43,114.54,121.37
76.125,12.375,146.26,146.96,149.93,151.54
76.375,12.375,148.79,149.66,151.85,153.71
76.625,12.375,149.59,149.23,150.27,152.15
76.875,12.375,131.52,137.1,141.07,145.19
77.125,12.375,128,134.52,137.58,142.64
77.375,12.375,134.33,134.32,132.67,135.3
77.625,12.375,132.03,133.56,131.15,133.53
77.875,12.375,110.21,116.81,115.86,119.32
78.125,12.375,91.894,96.86,98.707,102.05
78.375,12.375,133.44,135.8,135.53,136.75
78.625,12.375,94.535,98.41,98.794,100.37
78.875,12.375,118.15,120.48,120.02,120.3
79.125,12.375,166.75,166.41,164.7,164.42
79.375,12.375,165.59,165.14,163.61,162.88
79.625,12.375,152.87,152.55,151.4,150.57
75.125,12.625,147.25,143.48,144.55,147.91
75.375,12.625,105.81,106.39,110.94,117.83
75.625,12.625,126.51,125.2,128.97,131.49
75.875,12.625,131.82,131.99,136,138.46
76.125,12.625,148.99,150.81,155.13,155.9
76.375,12.625,152.99,152.72,155.33,156.79
76.625,12.625,161.13,161.39,162.6,163.96
76.875,12.625,149.47,151.06,151.54,153.83
77.125,12.625,132.56,137.97,139.69,143.24
77.375,12.625,152.58,148.72,146.74,148.16
77.625,12.625,149.12,145.81,143.87,145.21
77.875,12.625,196.98,197.25,194.98,194.63
78.125,12.625,141.02,144.55,144.27,145.22
78.375,12.625,117.08,120.66,121.49,123.48
78.625,12.625,103.31,107.69,107.9,109.28
78.875,12.625,88.974,90.644,90.448,92.136
79.125,12.625,111.29,113.58,112.83,112.63
79.375,12.625,140.47,141.95,141.33,140.97
79.625,12.625,121.04,121.51,120.69,120.22
79.875,12.625,182.54,179.12,175.98,173.15
75.125,12.875,95.5,96.343,101.36,107.45
75.375,12.875,111.02,111.18,115.01,120.79
75.625,12.875,105.7,108.29,116.16,123.13
75.875,12.875,118.41,121.61,129.75,134.36
76.125,12.875,142.33,148.31,156.04,157.16
76.375,12.875,147.7,152.93,158.71,160.75
76.625,12.875,149.82,150.87,152.61,153.72
76.875,12.875,153.21,151.48,151.84,153.29
77.125,12.875,135.42,137.74,139.23,142.01
77.375,12.875,137.15,141.04,142.27,144.61
77.625,12.875,144.29,149.67,151.07,153.95
77.875,12.875,143.67,148.33,149.33,151.5
78.125,12.875,174.42,177.52,176.95,177.47
78.375,12.875,163.81,167.38,166.95,167.64
78.625,12.875,108.58,113.69,113.37,114.48
78.875,12.875,106.01,110.92,111.11,111.94
79.125,12.875,115.13,118.68,118.43,118.66
79.375,12.875,156.91,156.81,155.43,154.41
79.625,12.875,144.07,143.54,142.13,141.08
79.875,12.875,146.44,145.61,144.28,143.22
75.125,13.125,98.295,97.825,101.71,104.52
75.375,13.125,99.703,99.827,104.01,108.39
75.625,13.125,121.63,120.65,123.89,127.29
75.875,13.125,126.85,129.79,136.45,141.17
76.125,13.125,146.47,146.68,151.3,151.55
76.375,13.125,141.84,144.39,148.98,149.88
76.625,13.125,147.44,151.42,154.83,156.33
76.875,13.125,133.57,139.62,143.63,146.29
77.125,13.125,144.88,145.87,146.39,147.74
77.375,13.125,147.24,144.77,143.98,144.57
77.625,13.125,121.43,127.28,130.22,133.81
77.875,13.125,119.49,125.73,127.87,131.04
78.125,13.125,124.07,128.93,130.71,133.13
78.375,13.125,124.23,129.77,130.54,132.05
78.625,13.125,118.11,123.27,123.36,124.51
78.875,13.125,112.45,116.97,116.9,117.88
79.125,13.125,142.85,146.24,145.96,145.98
79.375,13.125,236.27,235.75,234.17,232.96
79.625,13.125,152.4,151.99,150.89,150.22
79.875,13.125,123.76,122.94,121.62,120.67
75.125,13.375,102.12,100.48,104.94,108.61
75.375,13.375,90.494,91.56,97.355,103
75.625,13.375,116.96,117.32,122.34,125.44
75.875,13.375,128.79,131.02,137.73,140.93
76.125,13.375,128.16,134.75,144.25,150.79
76.375,13.375,119.53,126.8,135.43,143.03
76.625,13.375,132.5,138.6,144.46,149.36
76.875,13.375,137.76,140.63,143.17,144.79
77.125,13.375,141.69,142.98,143.77,144.02
77.375,13.375,150.71,153.62,155.39,157.77
77.625,13.375,140.41,145.78,147.04,150.14
77.875,13.375,110.03,115.62,117.51,120.93
78.125,13.375,117.71,123.3,124.4,126.81
78.375,13.375,132.96,137.24,137.43,138.84
78.625,13.375,112.76,117.44,118.36,120.41
78.875,13.375,108.83,116.52,117.12,120.65
79.125,13.375,192.59,194.47,193.77,193.63
79.375,13.375,219.37,219.28,218.4,217.79
79.625,13.375,136.72,136.83,135.84,135.54
79.875,13.375,139.06,137.67,136.15,135.19
80.125,13.375,142.38,140.69,139.06,137.76
74.875,13.625,88.537,89.22,96.571,102.03
75.125,13.625,89.42,90.255,98.122,103.13
75.375,13.625,103.21,103.4,110.42,115.83
75.625,13.625,109.6,109.91,116.91,122.5
75.875,13.625,114.22,118.44,127.72,134.11
76.125,13.625,123.28,129.86,139.98,147
76.375,13.625,130.84,136.73,145.07,150.17
76.625,13.625,123.76,130.31,137.77,143.16
76.875,13.625,126.38,132.91,139.73,144.51
77.125,13.625,138.74,143.72,148.09,150.69
77.375,13.625,134.1,139.85,143.13,146.62
77.625,13.625,138.2,142.46,143.91,146.7
77.875,13.625,134.17,140.87,142.19,146.42
78.125,13.625,120.19,128.38,130.29,135.63
78.375,13.625,121.49,127.52,128.44,132.48
78.625,13.625,116.28,123.77,125.49,130.13
78.875,13.625,114.26,121.05,122.8,127.51
79.125,13.625,111.79,116.16,116.46,119.68
79.375,13.625,103.51,104.51,104.06,104.94
79.625,13.625,188.31,187.94,186.85,186.58
79.875,13.625,156.09,154.74,153.19,152.13
74.875,13.875,98.971,97.702,103.78,106.38
75.125,13.875,92.903,93.443,101.56,105.68
75.375,13.875,91.505,92.268,99.92,104.51
75.625,13.875,99.237,103.52,113.33,118.87
75.875,13.875,95.362,99.815,109.15,115.17
76.125,13.875,139.42,141.05,147.19,148.97
76.375,13.875,151.49,157.04,166.11,172.28
76.625,13.875,172.04,176.93,183.88,187.18
76.875,13.875,132.62,138.28,144.6,147.1
77.125,13.875,119.57,125.63,132.55,136.98
77.375,13.875,131.56,138.54,143.49,146.72
77.625,13.875,126.71,132.46,135.62,139.98
77.875,13.875,110.35,117.88,121.75,129.54
78.125,13.875,126.59,130.59,132.42,133.17
78.375,13.875,111.25,117.47,120.07,127.41
78.625,13.875,113.83,119.05,120.93,126.9
78.875,13.875,135.52,137.47,137.99,137.76
79.125,13.875,101.88,104.38,104.54,108.82
79.375,13.875,113.75,113.75,112.3,114.39
79.625,13.875,192.5,188.58,184.94,182.25
79.875,13.875,160.47,158.83,157.11,155.93
74.625,14.125,87.122,87.322,93.299,96.083
74.875,14.125,94.216,95.164,102.75,105.53
75.125,14.125,95.593,95.12,102.6,106.06
75.375,14.125,95.364,96.79,105.05,109.29
75.625,14.125,104.53,107.63,116.44,121.14
75.875,14.125,102.61,106.66,115.59,121.06
76.125,14.125,111.87,115.63,122.84,126.5
76.375,14.125,120.9,123.49,129.87,132.57
76.625,14.125,161.9,166.55,173.08,176.3
76.875,14.125,114.41,119.66,125.98,129.2
77.125,14.125,126.51,131.8,137.41,138.93
77.375,14.125,149.92,150.31,151.67,149.4
77.625,14.125,131.41,134.38,136.87,136.85
77.875,14.125,120.6,124.73,127.09,133.16
78.125,14.125,113.78,116.99,118.84,119.46
78.375,14.125,104.77,108.08,110.21,111.4
78.625,14.125,117.71,120.36,121.99,122.56
78.875,14.125,128.23,129.62,130.12,130.15
79.125,14.125,120.05,120.29,119.99,119.73
79.375,14.125,135.2,133.07,130.87,129.22
79.625,14.125,146.06,145,143.85,142.58
79.875,14.125,148.96,147.47,146.02,144.73
74.625,14.375,90.241,89.635,94.237,96.292
74.875,14.375,88.271,88.924,95.454,98.91
75.125,14.375,102.08,101,106.55,109.19
75.375,14.375,115.86,116.09,122.43,124.93
75.625,14.375,107.32,109.35,116.67,120
75.875,14.375,115.25,117.88,124.94,128.5
76.125,14.375,139.03,138.88,142.83,143.35
76.375,14.375,163.25,166.64,172.96,176.34
76.625,14.375,174.64,176.95,181.49,182.38
76.875,14.375,112.78,116.9,122.65,125.91
77.125,14.375,121.48,126.13,131.8,134.05
77.375,14.375,126.75,129.34,132.37,132.69
77.625,14.375,128.71,130.37,132.19,134.59
77.875,14.375,137.23,138.44,139.22,142.16
78.125,14.375,102.58,105.32,107.25,108.22
78.375,14.375,94.289,97.08,99.114,100.72
78.625,14.375,108.6,110.75,112.17,113.32
78.875,14.375,98.163,99.858,100.83,102.01
79.125,14.375,89.144,90.81,91.873,93.129
79.375,14.375,128.91,127.71,126.45,125.44
79.625,14.375,128.85,127.95,127.04,126.02
79.875,14.375,122.28,121.02,119.87,118.83
74.625,14.625,87.219,86.92,90.48,91.981
74.875,14.625,93.769,93.185,97.39,98.769
75.125,14.625,115.25,114.92,120.32,123.27
75.375,14.625,117.64,117.95,123.36,126.1
75.625,14.625,136.89,138.46,144.97,148.14
75.875,14.625,121.13,122.45,127.65,129.52
76.125,14.625,120.69,122.03,126.73,128.56
76.375,14.625,122.03,123.48,127.8,128.96
76.625,14.625,183.7,184.58,187.61,187.19
76.875,14.625,108.96,111,115.1,116.38
77.125,14.625,152.18,154.5,158.1,159.79
77.375,14.625,167.25,169.19,172.4,174.86
77.625,14.625,138.93,139.14,140.24,141.58
77.875,14.625,108.8,110.97,113.12,117.21
78.125,14.625,107.35,108.72,109.87,110.09
78.375,14.625,151.08,152.11,152.91,153.12
78.625,14.625,145.93,146.96,147.57,148.03
78.875,14.625,104,103.87,103.74,104.06
79.125,14.625,125.4,125.3,125.01,124.84
79.375,14.625,135.66,134.21,132.97,131.63
79.625,14.625,89.74,87.162,85.127,82.754
79.875,14.625,128.91,126.9,125.43,124.09
74.375,14.875,90.998,89.877,91.602,92.249
74.625,14.875,88.551,87.501,90.152,90.985
74.875,14.875,94.777,92.727,95.529,95.69
75.125,14.875,109.16,108.47,112.63,114.9
75.375,14.875,145.87,145.44,149.13,150.92
75.625,14.875,160.63,160.8,164.31,165.32
75.875,14.875,138.05,137.88,140.33,139.82
76.125,14.875,106.55,108.22,112.14,113.11
76.375,14.875,110.71,111.79,115.03,115.31
76.625,14.875,124.55,124.53,126.64,126.16
76.875,14.875,163.45,163.42,165.3,165.04
77.125,14.875,146.18,146.47,148.52,149.29
77.375,14.875,164.2,165.12,167.71,169.84
77.625,14.875,121.97,122.35,124.06,125.77
77.875,14.875,118.44,119.03,120.4,123.22
78.125,14.875,124.98,125,125.16,124.71
78.375,14.875,153.24,153.36,153.7,153.6
78.625,14.875,139.74,139.85,139.89,139.93
78.875,14.875,109.88,109.94,110.05,110.12
79.125,14.875,127.27,126.73,126.2,125.86
79.375,14.875,190.61,189.26,188.22,186.84
79.625,14.875,138.07,135.57,133.78,131.73
79.875,14.875,116.72,115.18,114.01,112.63
74.125,15.125,92.559,92.15,93.681,94.482
74.375,15.125,89.002,87.939,89.342,89.747
74.625,15.125,90.438,89.074,90.93,91.418
74.875,15.125,97.862,96.551,99.116,99.76
75.125,15.125,130.57,129.45,132.29,133.29
75.375,15.125,143.41,141.93,143.76,143.61
75.625,15.125,110.56,111.01,114.15,114.99
75.875,15.125,107.59,108.62,111.64,112.37
76.125,15.125,106.02,106.53,108.78,108.48
76.375,15.125,110.15,110.32,112.28,112.07
76.625,15.125,117.16,116.54,117.82,117.64
76.875,15.125,111.03,110.75,112.41,112.62
77.125,15.125,169.94,169.42,170.39,170.32
77.375,15.125,168.71,167.91,168.73,168.35
77.625,15.125,124.86,124.14,124.5,123.81
77.875,15.125,194.5,191.79,190.64,188.04
78.125,15.125,159.52,158.54,158.81,159.94
78.375,15.125,144.15,144.07,144.26,144.75
78.625,15.125,103.28,103.38,103.63,104.38
78.875,15.125,100.77,101.33,101.88,102.52
79.125,15.125,127.47,126.33,125.53,124.69
79.375,15.125,158.27,157.59,157.11,156.49
79.625,15.125,132.97,130.86,129.56,127.89
79.875,15.125,180.73,178.87,177.77,176.27
73.875,15.375,66.739,66.49,67.45,67.408
74.125,15.375,104.69,104.13,105.67,106.11
74.375,15.375,90.035,89.974,92.021,92.748
74.625,15.375,105.53,103.84,105.07,104.86
74.875,15.375,124.58,122.97,124.55,124.19
75.125,15.375,124.34,123.84,126.66,126.84
75.375,15.375,116.13,116.39,119.85,121.63
75.625,15.375,141.05,139.56,140.47,139.58
75.875,15.375,170.26,170.28,171.95,171.49
76.125,15.375,146.39,144.56,144.52,142.49
76.375,15.375,142.46,140.02,139.79,137.93
76.625,15.375,119.65,119.41,120.78,120.74
76.875,15.375,164.08,163.16,163.97,163.71
77.125,15.375,155.29,155.16,156.28,156.53
77.375,15.375,167.55,166.96,167.4,167.29
77.625,15.375,166.07,165.68,165.85,165.92
77.875,15.375,128.1,126.99,126.42,125.93
78.125,15.375,127.28,125.94,125.4,125.37
78.375,15.375,146.31,146.49,146.79,147.52
78.625,15.375,115.68,116.06,116.32,116.86
78.875,15.375,119.22,119.02,118.78,118.48
79.125,15.375,133.43,132.73,132.07,131.16
79.375,15.375,120.27,119.41,119,118.05
79.625,15.375,178.43,177.13,176.56,175.27
79.875,15.375,185.9,184.16,183.44,181.91
73.875,15.625,61.93,61.638,63.258,63.407
74.125,15.625,103.71,102.72,103.86,103.76
74.375,15.625,101.93,100.78,101.95,101.84
74.625,15.625,117.96,116.99,118.01,117.84
74.875,15.625,121.36,120.3,121.23,120.86
75.125,15.625,153.61,153.62,155.71,156.43
75.375,15.625,94.638,95.938,99.239,101.07
75.625,15.625,107.05,108.05,110.78,111.86
75.875,15.625,171.32,171.4,172.7,172.35
76.125,15.625,144.44,142.6,142.16,139.81
76.375,15.625,133.65,132.53,132.74,131.46
76.625,15.625,105.43,105.64,107.13,107.53
76.875,15.625,167.79,166.66,167.02,166.47
77.125,15.625,189.57,188.18,187.88,186.91
77.375,15.625,205.6,201.83,199.77,197.39
77.625,15.625,154.93,154.76,155.12,155.99
77.875,15.625,180.92,179.06,177.89,177.53
78.125,15.625,121.39,120.8,120.32,121.1
78.375,15.625,133.07,132.95,132.67,133.23
78.625,15.625,115.23,115.7,115.86,116.43
78.875,15.625,129.9,129.03,128.16,127.37
79.125,15.625,125.43,125.47,125.41,124.82
79.375,15.625,152.48,149.64,147.55,144.04
79.625,15.625,186.84,185.42,184.93,183.35
79.875,15.625,116.5,115.15,115.16,113.98
73.875,15.875,106.65,105.9,107.32,107.54
74.125,15.875,119.11,117.81,118.98,118.68
74.375,15.875,143.23,142.61,144.16,144.27
74.625,15.875,180.74,180.18,181.62,181.51
74.875,15.875,123.33,123.11,123.82,123.41
75.125,15.875,117.75,118.13,119.3,119.16
75.375,15.875,144.97,145.13,147.02,147.27
75.625,15.875,137.7,138.25,140.08,140.25
75.875,15.875,157.73,157.9,158.98,158.33
76.125,15.875,117.67,117.92,119.01,118.52
76.375,15.875,130.01,129.46,129.79,128.87
76.625,15.875,139.34,137.88,137.6,136.4
76.875,15.875,172.33,171.54,171.83,171.5
77.125,15.875,180.63,179.32,178.82,177.84
77.375,15.875,169.74,168.75,168.39,168.31
77.625,15.875,128.76,128.37,128.23,129.09
77.875,15.875,159.7,158.79,158.14,159
78.125,15.875,147.68,147.08,146.52,147.32
78.375,15.875,150.49,150.12,149.53,149.9
78.625,15.875,114.79,115.42,115.75,116.5
78.875,15.875,130.27,129.7,128.88,128.05
79.125,15.875,151.49,149.23,147.42,144.98
79.375,15.875,120.11,120.19,120.53,119.78
79.625,15.875,169.34,165,162.55,158.83
79.875,15.875,207.98,205.5,204.96,202.73
80.125,15.875,171.09,169.56,168.79,168.12
73.625,16.125,123.72,122.71,123.49,123.29
73.875,16.125,110.44,109.5,110.67,110.58
74.125,16.125,103.69,103.08,104.78,104.85
74.375,16.125,151.7,151.11,152.5,152.43
74.625,16.125,178.88,177.81,178.55,177.62
74.875,16.125,152.63,153,155.13,155.25
75.125,16.125,122.38,122.36,124.08,123.65
75.375,16.125,111.93,112.45,114.24,114.2
75.625,16.125,107.2,107.96,109.62,109.68
75.875,16.125,129.56,130.4,131.77,131.93
76.125,16.125,176.99,175.74,175.74,174.53
76.375,16.125,166.79,165.79,165.98,165.26
76.625,16.125,162.13,161.06,161.14,160.48
76.875,16.125,180.63,179.13,178.78,177.75
77.125,16.125,165.89,164.83,164.4,163.85
77.375,16.125,137.18,136.9,136.93,137.52
77.625,16.125,164.32,163.37,162.67,162.94
77.875,16.125,143.78,143.1,142.71,143.76
78.125,16.125,162.3,161.5,160.62,161.06
78.375,16.125,169.12,168.44,167.77,167.65
78.625,16.125,108.53,108.9,109.04,109.59
78.875,16.125,122.91,123,122.87,122.66
79.125,16.125,132.75,132.14,131.53,130.38
79.375,16.125,127.99,127.73,127.82,126.63
79.625,16.125,133.4,132.23,132.18,130.58
79.875,16.125,141.52,139.4,138.75,136.9
80.125,16.125,143.34,142.08,142.18,141.04
80.375,16.125,161.36,160.27,160.24,159.13
80.625,16.125,165.18,163.92,163.49,162.14
80.875,16.125,102.7,102.07,101.33,100.78
73.625,16.375,123.11,122.26,122.93,122.83
73.875,16.375,100.03,99.107,99.848,99.54
74.125,16.375,163.65,162.46,163.26,162.68
74.375,16.375,96.891,96.424,97.805,97.672
74.625,16.375,150.13,149.72,150.98,150.45
74.875,16.375,156.33,156.17,157.54,156.91
75.125,16.375,143.45,143.72,145.24,145.05
75.375,16.375,170.32,170.05,170.89,170.21
75.625,16.375,158.28,158.2,158.74,157.92
75.875,16.375,181.82,181.2,180.91,179.42
76.125,16.375,169.38,168.23,168.04,166.82
76.375,16.375,159.34,158.35,158.32,157.54
76.625,16.375,152.11,151.29,151.31,150.93
76.875,16.375,172.35,170.83,170.19,169
77.125,16.375,143.55,142.95,142.76,142.54
77.375,16.375,163.16,162.18,161.66,161.38
77.625,16.375,146.1,145.35,144.81,144.78
77.875,16.375,147.06,146.34,145.77,146.14
78.125,16.375,159.02,158.11,157.55,157.6
78.375,16.375,121.46,120.99,120.55,120.48
78.625,16.375,103.72,103.79,103.69,103.53
78.875,16.375,97.131,98.026,98.568,98.727
79.125,16.375,116.84,117.01,117.02,116.43
79.375,16.375,97.195,97.649,98.24,98.032
79.625,16.375,135.14,134.17,133.78,132.52
79.875,16.375,140.52,139.62,139.67,138.62
80.125,16.375,96.162,95.72,96.307,95.653
80.375,16.375,120.86,119.96,120.17,119.5
80.625,16.375,115.96,115.13,114.97,113.77
80.875,16.375,121.07,120.07,119.49,119.13
73.625,16.625,118.31,117.54,118.03,117.84
73.875,16.625,111.3,110.01,110.41,109.8
74.125,16.625,89.228,88.829,90.226,90.156
74.375,16.625,145.15,144.54,145.43,144.83
74.625,16.625,127.73,127.61,128.74,128.25
74.875,16.625,149.4,149.49,150.69,150.14
75.125,16.625,144.96,145.2,146.33,145.78
75.375,16.625,162.56,162.44,162.96,162.07
75.625,16.625,167.65,167.36,167.4,166.28
75.875,16.625,176.3,175.7,175.16,173.81
76.125,16.625,171.54,170.17,169.51,168.09
76.375,16.625,155.28,154.15,153.75,152.93
76.625,16.625,139.51,138.9,138.74,138.22
76.875,16.625,159.28,158.21,157.67,156.88
77.125,16.625,178.63,176.84,175.67,174.16
77.375,16.625,203.31,200.2,198.18,196.17
77.625,16.625,151.26,150.47,149.9,149.39
77.875,16.625,172.55,171.1,170.23,169.03
78.125,16.625,119.19,118.63,118.31,118.01
78.375,16.625,114.25,113.86,113.52,112.98
78.625,16.625,107.76,107.92,108.02,107.86
78.875,16.625,125.46,124.64,123.86,122.42
79.125,16.625,118.14,117.88,117.58,116.7
79.375,16.625,159.2,158.84,158.63,157.71
79.625,16.625,147.67,147.04,146.77,145.58
79.875,16.625,191.92,190.42,189.66,187.69
80.125,16.625,117.75,116.87,116.69,115.54
80.375,16.625,155.24,152.73,151.21,149.64
80.625,16.625,119.2,118.27,117.9,116.63
80.875,16.625,125.44,124.47,124.01,122.74
81.125,16.625,168.24,167.39,166.92,165.73
81.375,16.625,238.56,237.07,236.23,234.85
81.625,16.625,206.66,206.46,206.51,206.33
81.875,16.625,123.29,123.16,123.16,123.15
73.375,16.875,110.95,110.43,110.35,110.14
73.625,16.875,110.33,109.64,109.93,109.61
73.875,16.875,112.71,111.54,111.81,111.13
74.125,16.875,125.54,124.25,124.63,123.66
74.375,16.875,139.4,138.7,139.36,138.61
74.625,16.875,141.68,141.92,143.23,142.94
74.875,16.875,143.35,143.42,144.25,143.33
75.125,16.875,155.75,155.76,156.4,155.4
75.375,16.875,159.49,159.35,159.61,158.53
75.625,16.875,169.26,168.77,168.35,166.97
75.875,16.875,139.78,139.78,139.39,138.57
76.125,16.875,172.15,170.68,169.63,168.25
76.375,16.875,158.47,157.3,156.54,155.54
76.625,16.875,146.89,145.84,144.92,143.81
76.875,16.875,127.99,127.69,127.54,127.29
77.125,16.875,160.13,158.91,158.1,156.99
77.375,16.875,186.23,184.05,182.6,180.67
77.625,16.875,176.98,175.62,174.78,173.06
77.875,16.875,134.09,133.58,133.46,132.96
78.125,16.875,114.68,114.31,114.34,113.8
78.375,16.875,115.78,115.43,115.46,114.97
78.625,16.875,130.1,128.86,127.92,126.24
78.875,16.875,155.04,150.88,147.92,144.86
79.125,16.875,126.42,124.53,123.15,121.32
79.375,16.875,120.81,120.53,120.26,119.24
79.625,16.875,110.41,110.18,110.08,109.14
79.875,16.875,150.39,149.58,149.01,147.47
